name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti_Alto_LXi,2007,100000,100000,Petrol,Individual,Manual,Second_Owner
Tata_Hexa_XT,2019,1100000,40000,Diesel,Individual,Manual,First_Owner
Ford_Endeavour_3.2_Titanium_AT_4X4,2017,2700000,30000,Diesel,Individual,Automatic,First_Owner
Renault_KWID_RXT_Optional,2016,280000,23000,Petrol,Individual,Manual,First_Owner
Tata_Indica_Vista_Aqua_TDI_BSIII,2009,150000,30000,Diesel,Individual,Manual,First_Owner
Tata_Manza_Aura_Safire,2010,200000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Ritz_VDi,2010,148000,100000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_VXi,2011,254999,70000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_Dzire_ZXI,2013,360000,60000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_LX,2006,95000,90000,Petrol,Individual,Manual,Second_Owner
Mahindra_Bolero_SLE_BSIII,2007,185000,230000,Diesel,Individual,Manual,Second_Owner
Tata_Indica_Vista_Quadrajet_VX,2012,185000,40000,Diesel,Individual,Manual,First_Owner
Renault_KWID_RXL,2019,300000,15000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_VTVT_1.6_SX,2018,800000,40000,Petrol,Individual,Manual,First_Owner
Maruti_Zen_LX,2000,60000,50000,Petrol,Individual,Manual,First_Owner
Fiat_Punto_1.2_Active,2010,80000,50000,Petrol,Individual,Manual,Second_Owner
Hyundai_Xcent_1.2_VTVT_S,2018,500000,8000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2013,250000,35000,Petrol,Individual,Manual,First_Owner
Tata_New_Safari_DICOR_2.2_EX_4x2,2010,250000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_BSIII,2005,125000,50000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_LXi_BSII,2002,100000,80000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Mahindra_Scorpio_M2DI,2010,480000,90000,Diesel,Individual,Manual,First_Owner
Mahindra_KUV_100_G80_K2,2018,320000,30000,Petrol,Individual,Manual,Second_Owner
Maruti_A-Star_Vxi,2010,130000,70000,Petrol,Individual,Manual,Second_Owner
Tata_Indica_DLS,2006,57000,80000,Diesel,Individual,Manual,Second_Owner
Hyundai_Santro_GLS_I_-_Euro_I,2005,75000,60000,Petrol,Individual,Manual,First_Owner
Maruti_800_DX,2003,60000,35000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_LXi_BSIII,2008,125000,70000,Petrol,Individual,Manual,First_Owner
Honda_City_1.5_EXI_S,2004,105000,100000,Petrol,Individual,Manual,Third_Owner
Maruti_Wagon_R_LXI_DUO_BSIII,2008,125000,152000,LPG,Individual,Manual,Second_Owner
Maruti_Zen_LXI,1998,69000,70000,Petrol,Individual,Manual,Second_Owner
Tata_Indigo_LX,2012,130000,90000,Diesel,Individual,Manual,Second_Owner
Maruti_Baleno_Zeta_1.2,2019,630000,40000,Petrol,Individual,Manual,First_Owner
Honda_Amaze_E_i-VTEC,2016,330000,50000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_VXI_BS_IV,2014,340000,15000,Petrol,Individual,Manual,Second_Owner
Hyundai_Santro_Xing_XG_eRLX_Euro_III,2006,60000,120000,Petrol,Individual,Manual,Third_Owner
Tata_Safari_Storme_EX,2014,550000,78322,Diesel,Individual,Manual,First_Owner
Maruti_Ertiga_VDI,2014,480000,110000,Diesel,Individual,Manual,Second_Owner
Hyundai_Verna_1.6_SX_CRDi_(O),2013,315000,80000,Diesel,Individual,Manual,Second_Owner
Ford_Fiesta_Titanium_1.5_TDCi,2012,165000,120000,Diesel,Individual,Manual,First_Owner
Chevrolet_Beat_LS,2016,170000,125000,Petrol,Individual,Manual,First_Owner
Maruti_Baleno_Delta_1.2,2018,550000,8000,Petrol,Individual,Manual,First_Owner
Volkswagen_Ameo_1.2_MPI_Trendline,2018,465000,13000,Petrol,Individual,Manual,First_Owner
Tata_Indica_Vista_Quadrajet_LX,2012,120000,80000,Diesel,Individual,Manual,Third_Owner
Hyundai_Verna_1.6_Xi_ABS,2008,220000,54309,Petrol,Individual,Manual,First_Owner
Ford_Figo_Diesel_LXI,2011,180000,70000,Diesel,Individual,Manual,Second_Owner
Chevrolet_Aveo_1.6_LT,2006,150000,34600,Petrol,Individual,Manual,Third_Owner
Tata_Zest_Revotron_1.2T_XMS,2016,520000,25000,Petrol,Individual,Manual,First_Owner
Tata_Safari_Storme_EX,2013,430000,80000,Diesel,Individual,Manual,Third_Owner
Mahindra_Bolero_DI_DX_8_Seater,2009,300000,55000,Diesel,Individual,Manual,Second_Owner
Hyundai_Venue_SX_Opt_Diesel,2020,1000000,5000,Diesel,Individual,Manual,First_Owner
Honda_WR-V_i-DTEC_VX,2017,725000,30000,Diesel,Individual,Manual,First_Owner
Hyundai_Verna_1.4_EX,2011,500000,31000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_BS_IV,2011,250000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2018,700000,38217,Diesel,Individual,Manual,First_Owner
Ford_Figo_Petrol_ZXI,2011,185000,50000,Petrol,Individual,Manual,Third_Owner
Maruti_Ritz_VDi,2011,200000,120000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_DI,2004,315000,110000,Diesel,Individual,Manual,Third_Owner
Tata_Hexa_XT,2019,1100000,40000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_LP_zipPlus,2001,52000,50000,Petrol,Individual,Manual,Third_Owner
Hyundai_i20_Active_1.2_S,2017,600000,10000,Petrol,Individual,Manual,First_Owner
Tata_Harrier_XZ_BSIV,2019,1700000,10000,Diesel,Individual,Manual,First_Owner
Nissan_Terrano_XL_Plus_85_PS,2015,451000,100000,Diesel,Individual,Manual,First_Owner
Mahindra_KUV_100_mFALCON_G80_K8_5str,2016,370000,60000,Petrol,Individual,Manual,First_Owner
Ford_Endeavour_3.2_Titanium_AT_4X4,2017,2700000,30000,Diesel,Individual,Automatic,First_Owner
Renault_KWID_RXT_Optional,2016,280000,23000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_BS_IV,2017,350000,30000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Sportz,2011,250000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2014,204999,25000,Petrol,Individual,Manual,Second_Owner
Maruti_Ignis_1.2_Delta_BSIV,2019,500000,15000,Petrol,Individual,Manual,First_Owner
Tata_Indica_Vista_Aqua_TDI_BSIII,2009,150000,30000,Diesel,Individual,Manual,First_Owner
Chevrolet_Spark_1.0_LS,2010,175000,45000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Spark_1.0_LS,2009,170000,44800,Petrol,Individual,Manual,Second_Owner
Tata_Manza_Aura_Safire,2010,200000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_Creta_1.4_E_Plus,2018,800000,52000,Diesel,Individual,Manual,First_Owner
Tata_Hexa_XTA,2017,1200000,50000,Diesel,Individual,Automatic,First_Owner
Toyota_Corolla_Altis_1.8_J,2008,400000,35000,Petrol,Individual,Manual,Second_Owner
Maruti_Ritz_VDi,2010,148000,100000,Diesel,Individual,Manual,Second_Owner
Tata_Manza_Club_Class_Quadrajet90_LS,2014,200000,100000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2016,284000,40000,Diesel,Individual,Manual,Second_Owner
Maruti_Wagon_R_VXI_Minor,2007,80000,60000,Petrol,Individual,Manual,Third_Owner
Chevrolet_Beat_PS,2014,170000,77000,Petrol,Individual,Manual,First_Owner
Hyundai_Accent_Executive,2011,150000,60000,Petrol,Individual,Manual,First_Owner
Tata_Manza_Aura_(ABS)_Safire_BS_IV,2010,110000,77073,Petrol,Individual,Manual,Second_Owner
Ford_Figo_Aspire_1.5_TDCi_Titanium,2016,400000,70000,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Magna_LPG,2013,275000,90000,LPG,Individual,Manual,Second_Owner
Toyota_Innova_2.5_G_(Diesel)_7_Seater,2013,800000,186000,Diesel,Individual,Manual,Third_Owner
Mahindra_Scorpio_M2DI,2014,550000,90000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_LX_BSIII,2007,125000,100000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_LT,2010,135000,80000,Petrol,Individual,Manual,Second_Owner
Mahindra_Scorpio_LX_BSIV,2012,349000,150000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2014,458000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_K10_VXI,2018,300000,35000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_LXi,2008,95000,70000,Petrol,Individual,Manual,First_Owner
Maruti_S-Cross_Zeta_DDiS_200_SH,2018,850000,50000,Diesel,Individual,Manual,First_Owner
Ford_Freestyle_Titanium_Diesel,2019,750000,25000,Diesel,Individual,Manual,First_Owner
Ford_Figo_Diesel_Celebration_Edition,2013,190000,120000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_Minor,2009,150000,70000,Petrol,Individual,Manual,First_Owner
Hyundai_Accent_GLE,2009,114999,106000,Petrol,Individual,Manual,Third_Owner
Toyota_Innova_2.0_VX_7_Seater,2010,320000,120000,Petrol,Individual,Manual,Third_Owner
Maruti_Alto_800_CNG_LXI_Optional,2019,300000,120000,CNG,Individual,Manual,First_Owner
Maruti_Ritz_LXi,2016,275000,160000,Petrol,Individual,Manual,First_Owner
Chevrolet_Aveo_1.6_LT_with_ABS,2010,140000,120000,Petrol,Individual,Manual,Second_Owner
Tata_Altroz_XZ,2020,830000,10000,Petrol,Individual,Manual,First_Owner
Volkswagen_Polo_SR_Petrol_1.2L,2013,380000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_i10_Magna_1.2,2010,150000,90000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Spark_1.0_LS,2008,50000,70000,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_SLX,2008,155000,100000,Diesel,Individual,Manual,First_Owner
Mahindra_Bolero_SLX,2008,155000,100000,Diesel,Individual,Manual,First_Owner
Skoda_Superb_1.8_TFSI_MT,2010,300000,80000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2018,300000,16584,Petrol,Dealer,Manual,First_Owner
Tata_Tiago_2019-2020_XE_Diesel,2016,385000,38000,Diesel,Dealer,Manual,First_Owner
Maruti_Wagon_R_LXI,2010,221000,51000,Petrol,Dealer,Manual,First_Owner
Tata_Tiago_1.05_Revotorq_XE,2016,381000,38000,Diesel,Dealer,Manual,First_Owner
Maruti_Alto_800_LXI,2015,250999,35000,Petrol,Dealer,Manual,First_Owner
Hyundai_Santro_LS_zipPlus,2002,60000,120000,Petrol,Individual,Manual,Third_Owner
Tata_Tiago_1.05_Revotorq_XE,2016,380000,38000,Diesel,Dealer,Manual,First_Owner
Skoda_Laura_L_n_K_1.9_PD,2008,180000,144000,Diesel,Individual,Manual,Third_Owner
Maruti_Ciaz_ZDi_Plus,2017,751000,64000,Diesel,Dealer,Manual,First_Owner
Mahindra_XUV500_AT_W10_FWD,2015,1250000,60000,Diesel,Dealer,Automatic,First_Owner
Hyundai_EON_1.0_Era_Plus,2014,229999,65000,Petrol,Dealer,Manual,First_Owner
Tata_Safari_Storme_EX,2019,1250000,24000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLX_2WD_BSIV,2014,782000,58000,Diesel,Dealer,Manual,Second_Owner
Mahindra_Scorpio_VLX_2.2_mHawk_Airbag_BSIV,2014,780000,58000,Diesel,Dealer,Manual,Second_Owner
Maruti_Alto_800_LXI,2016,245000,68000,Petrol,Dealer,Manual,First_Owner
Hyundai_i20_1.4_CRDi_Sportz,2011,321000,81257,Diesel,Dealer,Manual,First_Owner
Hyundai_Grand_i10_1.2_CRDi_Sportz_Option,2017,509999,44000,Diesel,Dealer,Manual,First_Owner
Tata_Nano_CX_SE,2015,110000,45000,Petrol,Dealer,Manual,First_Owner
Volkswagen_Polo_Diesel_Highline_1.2L,2013,400000,75000,Diesel,Dealer,Manual,First_Owner
Maruti_Swift_VXI,2013,370000,90000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_CRDi_ABS,2007,175000,80000,Diesel,Individual,Manual,Second_Owner
Mercedes-Benz_E-Class_230,1998,1000000,35000,Petrol,Individual,Automatic,Second_Owner
Maruti_Alto_800_LXI,2013,92800,25000,Petrol,Individual,Manual,Second_Owner
Tata_Xenon_XT_EX_4X2,2014,291000,90000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2013,92800,25000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_1.6_SX_CRDi_(O),2013,335000,110000,Diesel,Individual,Manual,Third_Owner
Maruti_Omni_8_Seater_BSIV,2013,170000,35000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2019,295000,10000,Petrol,Individual,Manual,First_Owner
Renault_KWID_RXL,2019,375000,10000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2012,215000,70000,Petrol,Individual,Manual,Second_Owner
Ford_Fiesta_1.4_ZXi_TDCi_ABS,2009,150000,110000,Diesel,Individual,Manual,Second_Owner
Maruti_Alto_LXI,2003,60000,5000,Petrol,Individual,Manual,Second_Owner
Maruti_Alto_LX,2006,52000,120000,Petrol,Individual,Manual,Third_Owner
Maruti_Omni_LPG_CARGO_BSIII_W_IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second_Owner
Maruti_Alto_LX,2012,140000,70000,Petrol,Individual,Manual,Second_Owner
Hyundai_Verna_i_(Petrol),2008,120000,90000,Petrol,Individual,Manual,Second_Owner
Ford_Fiesta_Classic_1.4_SXI_Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third_Owner
Tata_New_Safari_Dicor_EX_4X2_BS_IV,2012,280000,110000,Diesel,Individual,Manual,Fourth_&_Above_Owner
Toyota_Etios_VD,2016,450000,50000,Diesel,Individual,Manual,Second_Owner
Mahindra_XUV500_W7,2018,1150000,58000,Diesel,Individual,Manual,First_Owner
Maruti_Baleno_Delta_1.3,2018,650000,15000,Diesel,Individual,Manual,First_Owner
Tata_Zest_Revotron_1.2T_XE,2015,300000,60000,Petrol,Individual,Manual,Second_Owner
Tata_Nano_Twist_XT,2015,73000,57000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2015,400000,87000,Diesel,Individual,Manual,Third_Owner
Renault_KWID_1.0_RXT_Optional,2017,300000,70000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_AX,2012,300000,30000,Petrol,Individual,Automatic,Second_Owner
Maruti_Swift_Dzire_VDI,2012,450000,80000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_Xing_GLS,2009,200000,100000,Petrol,Individual,Manual,Second_Owner
Maruti_Swift_VXI,2019,580000,40000,Petrol,Individual,Manual,First_Owner
Hyundai_Grand_i10_1.2_Kappa_Asta,2017,550000,3917,Petrol,Individual,Manual,First_Owner
Mahindra_Scorpio_SLX_2.6_Turbo_8_Str,2007,190000,160000,Diesel,Individual,Manual,Second_Owner
Tata_Tiago_1.05_Revotorq_XT_Option,2017,450000,35000,Diesel,Individual,Manual,First_Owner
Chevrolet_Spark_1.0_LS,2014,220000,70000,Petrol,Individual,Manual,First_Owner
Maruti_SX4_ZXI_MT_BSIV,2012,310000,69069,Petrol,Dealer,Manual,First_Owner
Hyundai_Elite_i20_Sportz_Plus_BSIV,2019,650000,13500,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_Stingray_VXI,2014,300000,59059,Petrol,Dealer,Manual,First_Owner
Hyundai_Accent_Executive,2013,200000,70000,Petrol,Individual,Manual,First_Owner
Honda_Brio_S_MT,2012,285000,39039,Petrol,Dealer,Manual,First_Owner
Honda_Brio_Exclusive_Edition,2014,335000,33033,Petrol,Dealer,Manual,First_Owner
Hyundai_Verna_Transform_SX_VTVT,2011,370000,55168,Petrol,Individual,Manual,Second_Owner
Hyundai_i20_1.2_Sportz,2013,375000,41041,Petrol,Dealer,Manual,First_Owner
Hyundai_i10_Magna,2009,235000,67067,Petrol,Dealer,Manual,First_Owner
Hyundai_i10_Sportz_1.2_AT,2013,345000,66066,Petrol,Dealer,Automatic,First_Owner
Mahindra_Quanto_C8,2013,365000,82082,Diesel,Dealer,Manual,First_Owner
Hyundai_Grand_i10_Sportz,2014,400000,48000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_D_Lite_Plus,2015,250000,30000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_SX_CRDi_AT,2012,465000,70070,Diesel,Dealer,Automatic,First_Owner
Renault_KWID_RXT,2017,300000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_Dzire_ZXI_1.2_BS_IV,2018,655000,25000,Petrol,Individual,Manual,First_Owner
Maruti_Wagon_R_LXI_CNG,2016,350000,30000,CNG,Individual,Manual,Second_Owner
Hyundai_i10_Sportz_1.2_AT,2015,500000,50000,Petrol,Dealer,Automatic,First_Owner
Hyundai_Grand_i10_AT_Asta,2015,465000,63063,Petrol,Dealer,Automatic,First_Owner
Maruti_Swift_VDi_BSIII_W/_ABS,2008,263000,70000,Diesel,Individual,Manual,First_Owner
Maruti_Omni_MPI_STD_BSIV,2012,250000,90000,Petrol,Individual,Manual,First_Owner
Hyundai_Accent_GLE_1,1999,60000,90000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Hyundai_Getz_GLX,2005,70000,90000,Petrol,Individual,Manual,Third_Owner
Chevrolet_Sail_Hatchback_1.2_LS,2016,250000,30000,Petrol,Individual,Manual,First_Owner
Hyundai_EON_Magna_Plus,2016,229999,80000,Petrol,Individual,Manual,First_Owner
Chevrolet_Optra_Magnum_2.0_LS,2011,195000,120000,Diesel,Individual,Manual,First_Owner
Datsun_RediGO_S,2016,270000,22000,Petrol,Individual,Manual,First_Owner
Honda_WR-V_i-DTEC_VX,2017,650000,140000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Asta_1.4_CRDi,2014,370000,80000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_VDI_Optional,2016,509999,40000,Diesel,Individual,Manual,First_Owner
Maruti_Zen_Estilo_VXI_BSIV,2011,280000,33000,Petrol,Individual,Manual,First_Owner
Maruti_A-Star_Vxi,2010,180000,40000,Petrol,Individual,Manual,First_Owner
Renault_KWID_1.0_RXT_Optional,2018,300000,10500,Petrol,Individual,Manual,First_Owner
Mahindra_Bolero_2011-2019_SLX,2013,400000,107000,Diesel,Individual,Manual,First_Owner
Hyundai_i10_Sportz_1.2,2010,210000,60000,Petrol,Individual,Manual,Second_Owner
Hyundai_Santro_Xing_XG_eRLX_Euro_III,2006,90000,120000,Petrol,Individual,Manual,Second_Owner
Maruti_Wagon_R_LXI_BS_IV,2010,222000,70000,Petrol,Individual,Manual,First_Owner
Maruti_Alto_800_LXI,2015,240000,50000,Petrol,Individual,Manual,Second_Owner
Toyota_Etios_Liva_GD,2013,450000,70000,Diesel,Individual,Manual,Second_Owner
Ford_Ecosport_1.5_Petrol_Ambiente,2017,650000,6000,Petrol,Individual,Manual,First_Owner
Hyundai_Verna_SX_Diesel,2010,200000,78000,Diesel,Dealer,Manual,Second_Owner
Hyundai_Verna_SX_Diesel,2011,210000,72000,Diesel,Dealer,Manual,Third_Owner
Tata_Nano_Cx_BSIV,2011,75000,9528,Petrol,Dealer,Manual,First_Owner
Toyota_Innova_2.5_G_(Diesel)_8_Seater,2011,450000,135200,Diesel,Dealer,Manual,First_Owner
Hyundai_i20_1.2_Sportz,2011,220000,58000,Petrol,Dealer,Manual,Second_Owner
Hyundai_i20_Magna_1.4_CRDi_(Diesel),2013,325000,78000,Diesel,Dealer,Manual,Second_Owner
Tata_Zest_Revotron_1.2T_XE,2018,450000,45000,Petrol,Individual,Manual,First_Owner
Ford_EcoSport_1.5_Diesel_Titanium_Plus_BSIV,2017,825000,35000,Diesel,Individual,Manual,First_Owner
Hyundai_Accent_GLS,2007,125000,76000,Petrol,Dealer,Manual,Third_Owner
Mahindra_Xylo_D2_BS_IV,2015,434999,100000,Diesel,Individual,Manual,Third_Owner
Mahindra_Scorpio_SLE_BSIV,2011,484999,99000,Diesel,Individual,Manual,Second_Owner
Maruti_Ritz_VDi,2009,175000,80000,Diesel,Individual,Manual,Third_Owner
Honda_Civic_1.8_S_MT,2006,220000,120000,Petrol,Individual,Manual,Third_Owner
Honda_BR-V_i-VTEC_VX_MT,2020,1250000,1100,Petrol,Dealer,Manual,First_Owner
Maruti_Omni_E_MPI_STD_BS_IV,2017,215000,34000,Petrol,Dealer,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2014,625000,68000,Diesel,Dealer,Manual,First_Owner
Ford_EcoSport_1.5_Diesel_Titanium_BSIV,2018,615000,15000,Diesel,Individual,Manual,First_Owner
Chevrolet_Beat_Diesel_PS,2012,130000,58000,Diesel,Dealer,Manual,First_Owner
Tata_Indigo_CS_eLX_BS_IV,2013,175000,50300,Diesel,Individual,Manual,First_Owner
Tata_Indigo_CR4,2011,150000,70000,Diesel,Individual,Manual,Second_Owner
Tata_Indica_Vista_TDI_LS,2011,195000,60000,Diesel,Individual,Manual,Third_Owner
Maruti_Ertiga_1.5_VDI,2020,550000,90000,Diesel,Individual,Manual,First_Owner
Isuzu_D-Max_V-Cross_Standard,2018,1500000,40000,Diesel,Individual,Manual,First_Owner
Skoda_Superb_1.8_TFSI_MT,2010,400000,80000,Petrol,Individual,Manual,Second_Owner
Nissan_Kicks_XV_Premium_D_BSIV,2019,1350000,15000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_1.2_DLX,2015,217000,45000,Petrol,Individual,Manual,First_Owner
Maruti_Swift_VDI_BSIV,2011,290000,130000,Diesel,Individual,Manual,Second_Owner
Mahindra_Bolero_Power_Plus_SLX,2018,700000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Alto_800_Base,2014,175000,40000,Petrol,Individual,Manual,First_Owner
Volkswagen_Ameo_1.5_TDI_Highline_16_Alloy,2017,575000,80000,Diesel,Individual,Manual,First_Owner
Maruti_Ritz_LDi,2016,380000,100000,Diesel,Individual,Manual,Second_Owner
Mahindra_Xylo_D4_BSIV,2013,350000,151624,Diesel,Individual,Manual,Second_Owner
Renault_Duster_85PS_Diesel_RxL_Optional,2012,450000,160000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_AT_CNG,2005,130000,110000,CNG,Individual,Manual,Second_Owner
Maruti_Swift_VDI_BSIV,2015,320000,74820,Diesel,Individual,Manual,First_Owner
Mahindra_XUV500_W6_2WD,2014,550000,82000,Diesel,Individual,Manual,First_Owner
Maruti_Wagon_R_VXI_BS_IV,2015,370000,50000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Beat_LT,2010,114999,70000,Petrol,Individual,Manual,Second_Owner
Ford_Ecosport_Sports_Petrol,2020,1100000,1000,Petrol,Individual,Manual,First_Owner
Hyundai_Tucson_CRDi,2006,170000,170000,Diesel,Individual,Manual,First_Owner
Tata_Indigo_TDI,2008,80000,150000,Diesel,Individual,Manual,Third_Owner
Ford_EcoSport_1.5_Diesel_Titanium_BSIV,2019,950000,17000,Diesel,Individual,Manual,First_Owner
Maruti_Swift_Dzire_VDI,2014,425000,150000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_Asta_Option_1.4_CRDi,2015,500000,80000,Diesel,Individual,Manual,First_Owner
Hyundai_Santro_Xing_XG_eRLX_Euro_III,2005,70000,170000,Petrol,Individual,Manual,Third_Owner
Honda_Amaze_S_i-Dtech,2013,349000,120000,Diesel,Individual,Manual,First_Owner
Hyundai_i20_1.2_Sportz,2012,330000,90000,Petrol,Individual,Manual,Third_Owner
Hyundai_Santro_Xing_GLS,2010,120000,90000,Petrol,Individual,Manual,Third_Owner
Hyundai_Verna_1.6_SX_CRDi_(O),2013,430000,100000,Diesel,Individual,Manual,Second_Owner
Maruti_Swift_VDI_BSIV,2014,390000,90000,Diesel,Individual,Manual,First_Owner
Nissan_Micra_Diesel_XV_Primo,2012,225000,129000,Diesel,Individual,Manual,First_Owner
Mahindra_Scorpio_VLS_AT_2.2_mHAWK,2010,350000,186000,Diesel,Individual,Automatic,Second_Owner
Tata_Sumo_LX,2009,100000,66778,Diesel,Individual,Manual,First_Owner
Hyundai_EON_Era_Plus,2014,190000,50000,Petrol,Individual,Manual,First_Owner
Hyundai_i20_Sportz_1.4_CRDi,2014,315000,110000,Diesel,Individual,Manual,Second_Owner
Hyundai_Grand_i10_CRDi_Magna,2015,300000,60000,Diesel,Individual,Manual,Second_Owner
Renault_KWID_RXT,2016,280000,40000,Petrol,Individual,Manual,First_Owner
Hyundai_Tucson_2.0_e-VGT_2WD_MT,2017,1650000,55000,Diesel,Dealer,Manual,First_Owner
Hyundai_EON_Era_Plus,2015,295000,21000,Petrol,Dealer,Manual,Second_Owner
Jaguar_XF_5.0_Litre_V8_Petrol,2012,2050000,66363,Petrol,Dealer,Automatic,Second_Owner
Hyundai_Creta_1.6_VTVT_AT_SX_Plus,2018,1475000,11700,Petrol,Dealer,Automatic,First_Owner
Hyundai_Verna_VTVT_1.6_AT_SX_Option,2017,1100000,10000,Petrol,Individual,Automatic,First_Owner
Mercedes-Benz_GL-Class_350_CDI_Blue_Efficiency,2014,4400000,100000,Diesel,Individual,Automatic,Second_Owner
Maruti_Swift_ZXI_BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_S-Cross_Zeta_DDiS_200_SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First_Owner
Hyundai_Verna_1.6_VTVT_SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First_Owner
Volkswagen_Polo_GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second_Owner
Renault_Pulse_RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First_Owner
Maruti_Celerio_VXI_AMT_BSIV,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second_Owner
Honda_Brio_V_MT,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First_Owner
Maruti_Baleno_Alpha_1.3,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First_Owner
Hyundai_Creta_1.6_SX_Automatic_Diesel,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second_Owner
Honda_City_i_VTEC_V,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First_Owner
Hyundai_Elite_i20_Asta_Option_CVT_BSIV,2019,720000,3000,Petrol,Individual,Automatic,First_Owner
Toyota_Innova_Crysta_2.4_GX_AT,2018,1725000,23974,Diesel,Dealer,Automatic,Second_Owner
Tata_Tiago_1.2_Revotron_XZ,2018,539000,10000,Petrol,Individual,Manual,First_Owner
Maruti_Celerio_ZXI,2017,420000,50000,Petrol,Individual,Manual,First_Owner
Maruti_Omni_E_8_Str_STD,2001,85000,70000,Petrol,Individual,Manual,Third_Owner
OpelCorsa_1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth_&_Above_Owner
Hyundai_EON_D_Lite,2014,180000,76000,Petrol,Individual,Manual,Second_Owner
Chevrolet_Tavera_Neo_3_Max_9_Str_BSIII,2014,400000,120000,Diesel,Individual,Manual,Second_Owner
Mahindra_Scorpio_VLX_2WD_ABS_AT_BSIII,2009,360000,170000,Diesel,Individual,Automatic,Third_Owner
Hyundai_Santro_Xing_XG,2003,85000,110000,Petrol,Individual,Manual,Second_Owner
Honda_Brio_1.2_S_MT,2016,350000,63400,Petrol,Individual,Manual,First_Owner
Datsun_GO_Plus_T_BSIV,2015,380000,25000,Petrol,Individual,Manual,First_Owner
